word,is_target,arena,extracted_sentences,eligible_sentences,seed,sampled_sentences,minimum_required,threshold_met,profile_status,missing_reason,model_used
graduates,False,NYT,249,249,11,249,100,True,OK,,245
great,False,NYT,2565,500,11,500,100,True,OK,,484
grocery,False,NYT,337,337,11,337,100,True,OK,,332
groundbreaking,False,NYT,134,134,11,134,100,True,OK,,134
growing,False,NYT,2330,500,11,500,100,True,OK,,496
guards,False,NYT,110,110,11,110,100,True,OK,,109
guy,False,NYT,468,468,11,468,100,True,OK,,456
hacker,False,NYT,117,117,11,117,100,True,OK,,115
hair,False,NYT,411,411,11,411,100,True,OK,,399
handful,False,NYT,655,500,11,500,100,True,OK,,498
happen,False,NYT,1152,500,11,500,100,True,OK,,482
harbor,False,NYT,102,102,11,102,100,True,OK,,102
hard,False,NYT,2499,500,11,500,100,True,OK,,489
harm,False,NYT,710,500,11,500,100,True,OK,,491
heat,False,NYT,402,402,11,402,100,True,OK,,389
heavy,False,NYT,448,448,11,448,100,True,OK,,447
heels,False,NYT,97,97,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
height,False,NYT,118,118,11,118,100,True,OK,,118
helen,False,NYT,92,92,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
helped,False,NYT,2672,500,11,500,100,True,OK,,497
helpful,False,NYT,493,493,11,493,100,True,OK,,489
helping,False,NYT,1222,500,11,500,100,True,OK,,496
hidden,False,NYT,314,314,11,314,100,True,OK,,310
hiding,False,NYT,119,119,11,119,100,True,OK,,119
high-profile,False,NYT,320,320,11,320,100,True,OK,,320
horowitz,False,NYT,250,250,11,250,100,True,OK,,223
housing,False,NYT,697,500,11,500,100,True,OK,,470
however,False,NYT,1772,500,11,500,100,True,OK,,498
hp,False,NYT,110,110,11,110,100,True,OK,,106
hub,False,NYT,314,314,11,314,100,True,OK,,309
hudson,False,NYT,117,117,11,117,100,True,OK,,114
humans,False,NYT,2644,500,11,500,100,True,OK,,487
hundreds,False,NYT,1702,500,11,500,100,True,OK,,495
hungary,False,NYT,91,91,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
hunger,False,NYT,108,108,11,108,100,True,OK,,108
hurdle,False,NYT,97,97,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
hurting,False,NYT,116,116,11,116,100,True,OK,,114
hybrid,False,NYT,219,219,11,219,100,True,OK,,218
hypothetical,False,NYT,133,133,11,133,100,True,OK,,133
ideology,False,NYT,108,108,11,108,100,True,OK,,107
ii,False,NYT,425,425,11,425,100,True,OK,,417
illusion,False,NYT,93,93,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
illustrate,False,NYT,93,93,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
imagery,False,NYT,342,342,11,342,100,True,OK,,338
implications,False,NYT,489,489,11,489,100,True,OK,,484
important,False,NYT,3413,500,11,500,100,True,OK,,491
impossible,False,NYT,654,500,11,500,100,True,OK,,497
impressive,False,NYT,365,365,11,365,100,True,OK,,365
improvement,False,NYT,280,280,11,280,100,True,OK,,279
improvements,False,NYT,386,386,11,386,100,True,OK,,383
improves,False,NYT,116,116,11,116,100,True,OK,,116
incentives,False,NYT,328,328,11,328,100,True,OK,,328
inches,False,NYT,116,116,11,116,100,True,OK,,98
include,False,NYT,2274,500,11,500,100,True,OK,,499
increasing,False,NYT,790,500,11,500,100,True,OK,,499
individual,False,NYT,1138,500,11,500,100,True,OK,,491
industry,False,NYT,7344,500,11,500,100,True,OK,,487
infected,False,NYT,103,103,11,103,100,True,OK,,103
influencer,False,NYT,93,93,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
information,False,NYT,6386,500,11,500,100,True,OK,,486
infrared,False,NYT,107,107,11,107,100,True,OK,,103
inherently,False,NYT,104,104,11,104,100,True,OK,,103
innovations,False,NYT,366,366,11,366,100,True,OK,,361
innovative,False,NYT,358,358,11,358,100,True,OK,,358
input,False,NYT,225,225,11,225,100,True,OK,,221
insight,False,NYT,305,305,11,305,100,True,OK,,304
insist,False,NYT,124,124,11,124,100,True,OK,,123
installed,False,NYT,384,384,11,384,100,True,OK,,382
instance,False,NYT,1143,500,11,500,100,True,OK,,500
institute,False,NYT,2728,500,11,500,100,True,OK,,489
instructions,False,NYT,281,281,11,281,100,True,OK,,278
instrument,False,NYT,96,96,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
intellectual,False,NYT,647,500,11,500,100,True,OK,,493
intense,False,NYT,457,457,11,457,100,True,OK,,454
interaction,False,NYT,306,306,11,306,100,True,OK,,304
interest,False,NYT,2687,500,11,500,100,True,OK,,498
interim,False,NYT,109,109,11,109,100,True,OK,,108
international,False,NYT,2478,500,11,500,100,True,OK,,482
intriguing,False,NYT,104,104,11,104,100,True,OK,,104
intuitive,False,NYT,104,104,11,104,100,True,OK,,104
involve,False,NYT,331,331,11,331,100,True,OK,,329
ios,False,NYT,433,433,11,433,100,True,OK,,420
ipads,False,NYT,106,106,11,106,100,True,OK,,106
issues,False,NYT,2420,500,11,500,100,True,OK,,490
itself,False,NYT,2320,500,11,500,100,True,OK,,496
jacob,False,NYT,95,95,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
jail,False,NYT,98,98,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
janet,False,NYT,135,135,11,135,100,True,OK,,135
jason,False,NYT,452,452,11,452,100,True,OK,,448
jerome,False,NYT,86,86,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
jimmy,False,NYT,101,101,11,101,100,True,OK,,100
job,False,NYT,3434,500,11,500,100,True,OK,,487
john,False,NYT,1686,500,11,500,100,True,OK,,484
jonathan,False,NYT,340,340,11,340,100,True,OK,,333
journals,False,NYT,114,114,11,114,100,True,OK,,112
judgment,False,NYT,243,243,11,243,100,True,OK,,242
july,False,NYT,1253,500,11,500,100,True,OK,,495
jumping,False,NYT,117,117,11,117,100,True,OK,,115
june,False,NYT,1672,500,11,500,100,True,OK,,499
kansas,False,NYT,110,110,11,110,100,True,OK,,109
kim,False,NYT,443,443,11,443,100,True,OK,,423
king,False,NYT,434,434,11,434,100,True,OK,,413
kitchen,False,NYT,371,371,11,371,100,True,OK,,368
knows,False,NYT,743,500,11,500,100,True,OK,,492
labor,False,NYT,1724,500,11,500,100,True,OK,,487
lag,False,NYT,104,104,11,104,100,True,OK,,102
landing,False,NYT,232,232,11,232,100,True,OK,,229
landscape,False,NYT,459,459,11,459,100,True,OK,,458
laptop,False,NYT,320,320,11,320,100,True,OK,,313
larger,False,NYT,1076,500,11,500,100,True,OK,,491
largest,False,NYT,1932,500,11,500,100,True,OK,,490
larry,False,NYT,302,302,11,302,100,True,OK,,302
lasers,False,NYT,99,99,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
last,False,NYT,13154,500,11,500,100,True,OK,,495
lately,False,NYT,244,244,11,244,100,True,OK,,244
laundry,False,NYT,93,93,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
lawyers,False,NYT,740,500,11,500,100,True,OK,,492
leading,False,NYT,1859,500,11,500,100,True,OK,,498
leaked,False,NYT,125,125,11,125,100,True,OK,,125
learned,False,NYT,1221,500,11,500,100,True,OK,,493
least,False,NYT,3158,500,11,500,100,True,OK,,497
leather,False,NYT,89,89,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
leaves,False,NYT,318,318,11,318,100,True,OK,,318
legacy,False,NYT,272,272,11,272,100,True,OK,,269
lessons,False,NYT,360,360,11,360,100,True,OK,,360
letter,False,NYT,1078,500,11,500,100,True,OK,,476
letting,False,NYT,298,298,11,298,100,True,OK,,297
level,False,NYT,1667,500,11,500,100,True,OK,,486
liberation,False,NYT,104,104,11,104,100,True,OK,,104
libraries,False,NYT,129,129,11,129,100,True,OK,,125
likely,False,NYT,3188,500,11,500,100,True,OK,,489
limitations,False,NYT,306,306,11,306,100,True,OK,,305
limited,False,NYT,1151,500,11,500,100,True,OK,,499
lina,False,NYT,101,101,11,101,100,True,OK,,100
line,False,NYT,2017,500,11,500,100,True,OK,,496
lines,False,NYT,1082,500,11,500,100,True,OK,,494
list,False,NYT,1714,500,11,500,100,True,OK,,486
live,False,NYT,2009,500,11,500,100,True,OK,,484
liz,False,NYT,105,105,11,105,100,True,OK,,103
ll,False,NYT,1900,500,11,500,100,True,OK,,471
loaded,False,NYT,130,130,11,130,100,True,OK,,130
location,False,NYT,686,500,11,500,100,True,OK,,485
logs,False,NYT,118,118,11,118,100,True,OK,,118
longer,False,NYT,1895,500,11,500,100,True,OK,,488
longevity,False,NYT,102,102,11,102,100,True,OK,,102
looking,False,NYT,2276,500,11,500,100,True,OK,,495
lost,False,NYT,1574,500,11,500,100,True,OK,,488
lots,False,NYT,625,500,11,500,100,True,OK,,473
low,False,NYT,1147,500,11,500,100,True,OK,,493
lucrative,False,NYT,326,326,11,326,100,True,OK,,326
luke,False,NYT,91,91,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
machine,False,NYT,3590,500,11,500,100,True,OK,,495
machines,False,NYT,2533,500,11,500,100,True,OK,,480
magic,False,NYT,453,453,11,453,100,True,OK,,441
mainly,False,NYT,411,411,11,411,100,True,OK,,411
makes,False,NYT,2898,500,11,500,100,True,OK,,495
malware,False,NYT,100,100,11,100,100,True,OK,,98
man,False,NYT,1763,500,11,500,100,True,OK,,483
manifesto,False,NYT,93,93,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
manufacturer,False,NYT,281,281,11,281,100,True,OK,,281
many,False,NYT,14161,500,11,500,100,True,OK,,489
margaret,False,NYT,102,102,11,102,100,True,OK,,101
mark,False,NYT,1758,500,11,500,100,True,OK,,494
marks,False,NYT,172,172,11,172,100,True,OK,,172
mask,False,NYT,120,120,11,120,100,True,OK,,120
massachusetts,False,NYT,727,500,11,500,100,True,OK,,495
maximize,False,NYT,107,107,11,107,100,True,OK,,102
mean,False,NYT,1227,500,11,500,100,True,OK,,494
meaningful,False,NYT,373,373,11,373,100,True,OK,,372
means,False,NYT,1834,500,11,500,100,True,OK,,492
meantime,False,NYT,111,111,11,111,100,True,OK,,111
measurements,False,NYT,101,101,11,101,100,True,OK,,101
measures,False,NYT,849,500,11,500,100,True,OK,,498
mechanics,False,NYT,106,106,11,106,100,True,OK,,105
medical,False,NYT,1787,500,11,500,100,True,OK,,489
mellon,False,NYT,335,335,11,335,100,True,OK,,334
member,False,NYT,1162,500,11,500,100,True,OK,,491
memo,False,NYT,279,279,11,279,100,True,OK,,268
mention,False,NYT,338,338,11,338,100,True,OK,,336
merely,False,NYT,307,307,11,307,100,True,OK,,304
method,False,NYT,490,490,11,490,100,True,OK,,484
mexico,False,NYT,347,347,11,347,100,True,OK,,341
mi,False,NYT,46,46,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
mich,False,NYT,100,100,11,100,100,True,OK,,92
michael,False,NYT,1123,500,11,500,100,True,OK,,493
michigan,False,NYT,360,360,11,360,100,True,OK,,357
mid,False,NYT,303,303,11,303,100,True,OK,,300
middle-class,False,NYT,123,123,11,123,100,True,OK,,117
might,False,NYT,6264,500,11,500,100,True,OK,,486
millions,False,NYT,2097,500,11,500,100,True,OK,,494
minds,False,NYT,355,355,11,355,100,True,OK,,349
ministry,False,NYT,472,472,11,472,100,True,OK,,466
minority,False,NYT,337,337,11,337,100,True,OK,,336
minutes,False,NYT,1180,500,11,500,100,True,OK,,486
mirror,False,NYT,322,322,11,322,100,True,OK,,314
miss,False,NYT,350,350,11,350,100,True,OK,,343
missiles,False,NYT,283,283,11,283,100,True,OK,,270
mistral,False,NYT,99,99,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
mix,False,NYT,434,434,11,434,100,True,OK,,430
mixed,False,NYT,413,413,11,413,100,True,OK,,406
mobility,False,NYT,132,132,11,132,100,True,OK,,132
modern,False,NYT,1189,500,11,500,100,True,OK,,492
molecular,False,NYT,116,116,11,116,100,True,OK,,114
monster,False,NYT,134,134,11,134,100,True,OK,,130
moore,False,NYT,219,219,11,219,100,True,OK,,205
move,False,NYT,2682,500,11,500,100,True,OK,,494
movements,False,NYT,434,434,11,434,100,True,OK,,431
multinational,False,NYT,121,121,11,121,100,True,OK,,121
muscle,False,NYT,102,102,11,102,100,True,OK,,101
named,False,NYT,1191,500,11,500,100,True,OK,,496
narrow,False,NYT,301,301,11,301,100,True,OK,,301
natural,False,NYT,1097,500,11,500,100,True,OK,,492
nbc,False,NYT,96,96,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
nearby,False,NYT,523,500,11,500,100,True,OK,,499
nearly,False,NYT,3084,500,11,500,100,True,OK,,500
necessary,False,NYT,778,500,11,500,100,True,OK,,496
networking,False,NYT,332,332,11,332,100,True,OK,,330
networks,False,NYT,1823,500,11,500,100,True,OK,,490
newly,False,NYT,319,319,11,319,100,True,OK,,319
nod,False,NYT,95,95,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
none,False,NYT,682,500,11,500,100,True,OK,,494
nonprofit,False,NYT,1142,500,11,500,100,True,OK,,495
norm,False,NYT,117,117,11,117,100,True,OK,,114
northwestern,False,NYT,119,119,11,119,100,True,OK,,119
norway,False,NYT,100,100,11,100,100,True,OK,,100
novel,False,NYT,724,500,11,500,100,True,OK,,493
november,False,NYT,1104,500,11,500,100,True,OK,,499
now,False,NYT,13852,500,11,500,100,True,OK,,497
number,False,NYT,3349,500,11,500,100,True,OK,,479
numbers,False,NYT,1158,500,11,500,100,True,OK,,486
numerous,False,NYT,328,328,11,328,100,True,OK,,328
obviously,False,NYT,304,304,11,304,100,True,OK,,302
occasion,False,NYT,92,92,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
offers,False,NYT,1250,500,11,500,100,True,OK,,496
ohio,False,NYT,327,327,11,327,100,True,OK,,316
oil,False,NYT,1071,500,11,500,100,True,OK,,471
ok,False,NYT,264,264,11,264,100,True,OK,,254
open-source,False,NYT,425,425,11,425,100,True,OK,,411
oppenheimer,False,NYT,124,124,11,124,100,True,OK,,118
opposing,False,NYT,116,116,11,116,100,True,OK,,115
opposite,False,NYT,335,335,11,335,100,True,OK,,335
optimism,False,NYT,312,312,11,312,100,True,OK,,310
order,False,NYT,1755,500,11,500,100,True,OK,,492
ordered,False,NYT,345,345,11,345,100,True,OK,,345
ore,False,NYT,103,103,11,103,100,True,OK,,103
organizations,False,NYT,1046,500,11,500,100,True,OK,,494
ourselves,False,NYT,488,488,11,488,100,True,OK,,480
over,False,NYT,13622,500,11,500,100,True,OK,,485
oversees,False,NYT,364,364,11,364,100,True,OK,,364
own,False,NYT,7174,500,11,500,100,True,OK,,483
oxford,False,NYT,225,225,11,225,100,True,OK,,214
pacific,False,NYT,340,340,11,340,100,True,OK,,315
paid,False,NYT,1343,500,11,500,100,True,OK,,496
pandemic,False,NYT,2529,500,11,500,100,True,OK,,498
pants,False,NYT,105,105,11,105,100,True,OK,,100
parental,False,NYT,94,94,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
parents,False,NYT,1127,500,11,500,100,True,OK,,487
part,False,NYT,6482,500,11,500,100,True,OK,,490
partially,False,NYT,76,76,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
pattern,False,NYT,411,411,11,411,100,True,OK,,408
patterns,False,NYT,1118,500,11,500,100,True,OK,,485
payment,False,NYT,329,329,11,329,100,True,OK,,322
pentagon,False,NYT,1078,500,11,500,100,True,OK,,490
perception,False,NYT,251,251,11,251,100,True,OK,,248
perfect,False,NYT,775,500,11,500,100,True,OK,,492
performance,False,NYT,1354,500,11,500,100,True,OK,,490
performs,False,NYT,119,119,11,119,100,True,OK,,119
permanently,False,NYT,113,113,11,113,100,True,OK,,111
permitted,False,NYT,112,112,11,112,100,True,OK,,112
personal,False,NYT,2743,500,11,500,100,True,OK,,489
personally,False,NYT,348,348,11,348,100,True,OK,,348
phase,False,NYT,297,297,11,297,100,True,OK,,294
philanthropic,False,NYT,94,94,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
philippines,False,NYT,125,125,11,125,100,True,OK,,124
philosophical,False,NYT,139,139,11,139,100,True,OK,,139
physical,False,NYT,1085,500,11,500,100,True,OK,,494
pichai,False,NYT,674,500,11,500,100,True,OK,,497
picked,False,NYT,386,386,11,386,100,True,OK,,386
picking,False,NYT,229,229,11,229,100,True,OK,,229
picks,False,NYT,119,119,11,119,100,True,OK,,119
pill,False,NYT,108,108,11,108,100,True,OK,,98
pitch,False,NYT,342,342,11,342,100,True,OK,,341
pittsburgh,False,NYT,288,288,11,288,100,True,OK,,285
pixel,False,NYT,368,368,11,368,100,True,OK,,323
plane,False,NYT,313,313,11,313,100,True,OK,,306
playing,False,NYT,1178,500,11,500,100,True,OK,,494
pleasure,False,NYT,100,100,11,100,100,True,OK,,93
pledged,False,NYT,281,281,11,281,100,True,OK,,281
point,False,NYT,2954,500,11,500,100,True,OK,,492
politician,False,NYT,124,124,11,124,100,True,OK,,124
pool,False,NYT,359,359,11,359,100,True,OK,,358
pop,False,NYT,457,457,11,457,100,True,OK,,448
popular,False,NYT,1929,500,11,500,100,True,OK,,499
popularity,False,NYT,299,299,11,299,100,True,OK,,299
porn,False,NYT,99,99,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
portable,False,NYT,88,88,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
portion,False,NYT,312,312,11,312,100,True,OK,,310
pose,False,NYT,337,337,11,337,100,True,OK,,333
posing,False,NYT,105,105,11,105,100,True,OK,,105
position,False,NYT,1126,500,11,500,100,True,OK,,495
possible,False,NYT,2616,500,11,500,100,True,OK,,493
possibly,False,NYT,408,408,11,408,100,True,OK,,403
posted,False,NYT,1284,500,11,500,100,True,OK,,497
potential,False,NYT,3281,500,11,500,100,True,OK,,497
practical,False,NYT,360,360,11,360,100,True,OK,,359
practice,False,NYT,844,500,11,500,100,True,OK,,497
precisely,False,NYT,251,251,11,251,100,True,OK,,249
precision,False,NYT,215,215,11,215,100,True,OK,,215
predicting,False,NYT,281,281,11,281,100,True,OK,,281
predictions,False,NYT,449,449,11,449,100,True,OK,,443
prefer,False,NYT,293,293,11,293,100,True,OK,,293
preferred,False,NYT,204,204,11,204,100,True,OK,,204
prepared,False,NYT,480,480,11,480,100,True,OK,,480
preparing,False,NYT,355,355,11,355,100,True,OK,,355
presentation,False,NYT,324,324,11,324,100,True,OK,,323
presenting,False,NYT,132,132,11,132,100,True,OK,,132
pressure,False,NYT,1219,500,11,500,100,True,OK,,492
pretend,False,NYT,94,94,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
prevent,False,NYT,1067,500,11,500,100,True,OK,,499
prevented,False,NYT,107,107,11,107,100,True,OK,,107
principles,False,NYT,365,365,11,365,100,True,OK,,352
priorities,False,NYT,284,284,11,284,100,True,OK,,283
privacy,False,NYT,2535,500,11,500,100,True,OK,,459
private,False,NYT,2636,500,11,500,100,True,OK,,486
pro,False,NYT,340,340,11,340,100,True,OK,,320
problem,False,NYT,2863,500,11,500,100,True,OK,,492
process,False,NYT,2752,500,11,500,100,True,OK,,494
processed,False,NYT,99,99,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
processing,False,NYT,691,500,11,500,100,True,OK,,497
producer,False,NYT,347,347,11,347,100,True,OK,,342
produces,False,NYT,307,307,11,307,100,True,OK,,306
professors,False,NYT,406,406,11,406,100,True,OK,,403
profile,False,NYT,482,482,11,482,100,True,OK,,480
programmed,False,NYT,349,349,11,349,100,True,OK,,349
programming,False,NYT,599,500,11,500,100,True,OK,,491
programs,False,NYT,2007,500,11,500,100,True,OK,,484
prominent,False,NYT,812,500,11,500,100,True,OK,,500
promotes,False,NYT,131,131,11,131,100,True,OK,,131
prompts,False,NYT,368,368,11,368,100,True,OK,,363
prop,False,NYT,78,78,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
prospect,False,NYT,342,342,11,342,100,True,OK,,342
protect,False,NYT,1143,500,11,500,100,True,OK,,497
protecting,False,NYT,332,332,11,332,100,True,OK,,329
protections,False,NYT,416,416,11,416,100,True,OK,,414
prove,False,NYT,501,500,11,500,100,True,OK,,498
publicly,False,NYT,1067,500,11,500,100,True,OK,,500
purposes,False,NYT,329,329,11,329,100,True,OK,,329
push,False,NYT,1363,500,11,500,100,True,OK,,496
puts,False,NYT,327,327,11,327,100,True,OK,,326
qatar,False,NYT,94,94,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
quantum,False,NYT,1112,500,11,500,100,True,OK,,432
racing,False,NYT,310,310,11,310,100,True,OK,,302
raise,False,NYT,1133,500,11,500,100,True,OK,,497
raised,False,NYT,1922,500,11,500,100,True,OK,,497
raises,False,NYT,332,332,11,332,100,True,OK,,332
ran,False,NYT,685,500,11,500,100,True,OK,,500
range,False,NYT,1293,500,11,500,100,True,OK,,497
ranging,False,NYT,221,221,11,221,100,True,OK,,221
ranks,False,NYT,255,255,11,255,100,True,OK,,255
rare,False,NYT,718,500,11,500,100,True,OK,,494
rarely,False,NYT,427,427,11,427,100,True,OK,,426
rate,False,NYT,1581,500,11,500,100,True,OK,,480
rather,False,NYT,2451,500,11,500,100,True,OK,,495
raymond,False,NYT,92,92,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
reach,False,NYT,1404,500,11,500,100,True,OK,,496
reaches,False,NYT,115,115,11,115,100,True,OK,,115
reaction,False,NYT,327,327,11,327,100,True,OK,,325
realities,False,NYT,96,96,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
realize,False,NYT,489,489,11,489,100,True,OK,,486
reason,False,NYT,1532,500,11,500,100,True,OK,,494
recommend,False,NYT,211,211,11,211,100,True,OK,,209
recommended,False,NYT,312,312,11,312,100,True,OK,,311
recovered,False,NYT,107,107,11,107,100,True,OK,,107
referred,False,NYT,314,314,11,314,100,True,OK,,310
refined,False,NYT,100,100,11,100,100,True,OK,,100
reflects,False,NYT,279,279,11,279,100,True,OK,,279
refuse,False,NYT,121,121,11,121,100,True,OK,,121
registration,False,NYT,98,98,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
regulators,False,NYT,1243,500,11,500,100,True,OK,,496
rejected,False,NYT,320,320,11,320,100,True,OK,,318
relative,False,NYT,270,270,11,270,100,True,OK,,268
relied,False,NYT,357,357,11,357,100,True,OK,,356
relying,False,NYT,280,280,11,280,100,True,OK,,279
remain,False,NYT,1160,500,11,500,100,True,OK,,498
remains,False,NYT,1297,500,11,500,100,True,OK,,500
remarks,False,NYT,310,310,11,310,100,True,OK,,308
